,电影名,上映日期,票房(万元),平均票价,场均人数,豆瓣评分,豆瓣评论数,导演,演员,类型,地区,语言,时长
44,少年的你,2019-10-25,155826,36.217823,16,8.2,1434215,['曾国祥'],"['周冬雨', '易烊千玺', '尹昉', '周也', '吴越', '黄觉', '张艺凡', '张耀', '张歆怡', '赵润南', '郜玄铭']","['剧情', '爱情', '犯罪']","['中国大陆', '中国香港']",['汉语普通话'],135
45,变形金刚5：最后的骑士,2017-06-23,155126,36.93777,23,4.9,243817,['迈克尔·贝'],"['马克·沃尔伯格', '安东尼·霍普金斯', '乔什·杜哈明', '劳拉·哈德克', '桑地亚哥·卡布瑞拉', '伊莎贝拉·莫奈', '杰洛德·卡尔迈克', '斯坦利·图齐', '利亚姆·加里根', '马丁·麦克里迪', '约翰·霍林沃思', '丹尼尔·阿德博伊加', '格伦·莫肖尔', '嘉玛·陈', '约翰·特托罗', '托尼·海尔', '克劳德·诺尔顿', '雅各布·扎哈尔', '玛姬·斯蒂德', '莎拉·斯图尔特', '菲比·尼克尔斯', '丽贝卡·弗朗特', '斯蒂芬·霍根', '小本杰明·弗洛雷斯', '胡利奥塞萨尔·查韦斯', '艾莎卡比娅', '安迪·比恩', '马克·德克斯特', '罗伯·贾维斯', '蒂姆·唐尼', '克里斯蒂娜·谭', '宝琳·麦克林', '塞塔·因德尼', '温迪·阿尔比斯顿', '芭芭拉·伊芙·哈里斯', '米彻·佩勒吉', '阿兰·皮特鲁塞泽维斯基', '德鲁·沃特斯', '汤姆·怀特', '丹·华纳', '彼特·库伦', '弗兰克·维尔克', '埃里克·阿达尔', '约翰·古德曼', '渡边谦', '吉姆·卡特', '史蒂夫·布西密', '奥玛·希', '雷诺·维尔森', '约翰·迪·马吉欧', '汤姆·肯尼', '杰斯·哈梅尔', '马克·瑞安', '李·阿斯奎斯-柯', '戴维·奥拉瓦莱·阿印德', '罗伊·贝克', '吉尔·伯明翰', 'Michael Chapman', '蕾欧娜·克拉克']","['动作', '科幻']","['美国', '中国大陆', '加拿大', '墨西哥']",['英语'],155
46,疯狂动物城,2016-03-04,153190,33.580685,28,9.2,1868291,"['拜伦·霍华德', '瑞奇·摩尔', '杰拉德·布什']","['金妮弗·古德温', '杰森·贝特曼', '伊德里斯·艾尔巴', '珍妮·斯蕾特', '内特·托伦斯', '邦尼·亨特', '唐·雷克', '汤米·钟', 'J·K·西蒙斯', '奥克塔维亚·斯宾瑟', '艾伦·图代克', '夏奇拉', '雷蒙德·S·佩尔西', '德拉·萨巴', '莫里斯·拉马奇', '菲尔·约翰斯顿', '约翰·迪·马吉欧', '凯蒂·洛斯', '吉塔·雷迪', '杰西·科尔蒂', '汤米·利斯特', '乔希·达拉斯', '瑞奇·摩尔', '凯斯·索西', '彼得·曼斯布里奇', '拜伦·霍华德', '杰拉德·布什', '马克·史密斯', '乔西·特立尼达', '约翰·拉维尔', '克里斯汀·贝尔', '吉尔·科德斯', '梅利莎·古德温']","['喜剧', '动画', '冒险']",['美国'],"['英语', '挪威语']",109
47,我和我的父辈,2021-09-30,147719,43.45881,16,6.5,258801,"['吴京', '章子怡', '徐峥', '沈腾']","['吴京', '章子怡', '徐峥', '沈腾', '吴磊', '黄轩', '袁近辉', '任思诺', '韩昊霖', '宋佳', '马丽', '洪烈', '张天爱', '李光洁', '海清', '陈道明', '彭昱畅', '欧豪', '贾冰', '李嘉琦', '艾伦', '常远', '余皑磊', '魏晨', '陶虹', '倪虹洁', '张雨绮', '焦圣祥', '樊雨洁', '张建亚', '张芝华', '张国强', '宁理', '胡可', '沙溢', '马书良', '曹可凡', '万茜', '祖峰', '张艺谋', '李雪健', '张小斐', '杜江', '李乃文', '耿乐', '吴昊宸', '白那日苏', '江水', '逯长恩', '张恒瑞', '阿楠', '吴昱翰', '周庆昀', '王成思', '宋阳', '李海银', '龚毅星']",['剧情'],['中国大陆'],['汉语普通话'],156
48,魔兽,2016-06-08,146887,37.072163,25,7.7,309189,['邓肯·琼斯'],"['崔维斯·费米尔', '托比·凯贝尔', '宝拉·巴顿', '吴彦祖', '本·福斯特', '多米尼克·库珀', '鲁丝·内伽', '克兰西·布朗', '丹尼尔·库德摩尔', '罗伯特·卡辛斯基', '本·施耐泽', '格伦·克洛斯', '考乐姆·吉斯·雷尼', '泰瑞·诺塔里', '瑞安·罗宾斯', '博尔克利·杜菲尔德', '丹·佩恩', '迪伦·肖明', '唐尼·麦克尼尔', '迈克·安东纳科斯', '拉吉·拉尔']","['动作', '奇幻', '冒险']","['美国', '中国大陆', '加拿大', '日本']",['英语'],124
49,复仇者联盟2：奥创纪元,2015-05-12,146118,39.999035,29,7.5,490902,['乔斯·韦登'],"['小罗伯特·唐尼', '克里斯·海姆斯沃斯', '马克·鲁弗洛', '克里斯·埃文斯', '斯嘉丽·约翰逊', '杰瑞米·雷纳', '詹姆斯·斯派德', '塞缪尔·杰克逊', '唐·钱德尔', '亚伦·泰勒-约翰逊', '伊丽莎白·奥尔森', '保罗·贝坦尼', '寇碧·史莫德斯', '安东尼·麦凯', '海莉·阿特维尔', '伊德里斯·艾尔巴', '斯特兰·斯卡斯加德', '金秀贤', '托马斯·克莱舒曼', '安迪·瑟金斯', '朱莉·德尔佩', '斯坦·李', '亨利·古德曼', '多米尼克·普罗沃斯特-切克利', '艾萨克·安德鲁斯']","['动作', '科幻', '奇幻', '冒险']",['美国'],"['英语', '韩语']",142
50,夏洛特烦恼,2015-09-30,144475,32.15511,33,7.8,950179,"['闫非', '彭大魔']","['沈腾', '马丽', '尹正', '艾伦', '王智', '田雨', '宋阳', '常远', '李萍', '李立群', '张一鸣', '马小茜', '赵震', '董良瑜', '刘坤', '黄才伦', '陈昊明', '陆林洁', '王成思', '刘金', '刘立东', '杨欢', '宁幻秋', '温森', '陶柏', '许猛', '嫣红', '刘叶舟', '王硕', '马驰', '周展翅', '周华安', '顾佳欣', '易波', '一戈', '姜田丰', '郭恩强', '常世奎', '于健', '王琦', '赵雪', '陶亮', '黄杨', '陆羊', '王军', '刘子凡', '刘笑竹', '卢莹', '张广洁', '方菲菲', '许登雨', '朱波', '肖扬', '魏翔', '江夏', '吴江', '张辰', '王野', '贾悦明', '王翡', '简姗姗', '申琴子', '尹星人', '桂百惠', '管亚鑫', '彭泽言', '王思浩', '关鹏', '桂琛', '朱磊', '徐贤任', '田川', '李哲', '冯满']","['喜剧', '爱情']",['中国大陆'],['汉语普通话'],104
51,速度与激情：特别行动,2019-08-23,143495,35.66835,15,6.3,246571,['大卫·雷奇'],"['道恩·强森', '杰森·斯坦森', '伊德里斯·艾尔巴', '凡妮莎·柯比', '艾莎·冈萨雷斯', '海伦·米伦', '瑞安·雷诺兹', '凯文·哈特', '埃迪·马森', '罗曼·雷恩斯', '斯蒂芬妮·沃格特', '维克托里娅·菲斯', '康兰·卡萨尔', '海伦娜·福尔摩斯', '伯纳多·桑托斯', '露丝·霍洛克斯', '大卫·穆梅尼', '马诺伊·阿南德', '阿玛尔·阿达蒂亚', '朱利安·费罗', '丹尼尔·厄根', '拉普洛斯·卡伦福佐斯', '阿克塞尔·努', '史蒂夫·莱温顿', '安东尼奥·曼奇诺', '斯特拉·斯托克尔', '克利夫·柯蒂斯']","['喜剧', '动作', '冒险']","['美国', '日本']","['英语', '萨摩亚语', '俄语']",137
52,送你一朵小红花,2020-12-31,143269,37.269688,12,7.2,730847,['韩延'],"['易烊千玺', '刘浩存', '朱媛媛', '高亚麟', '夏雨', '岳云鹏', '陈祉希', '李晓川', '孔琳', '吴晓亮', '张绍刚', '孙强', '安笑歌', '李增辉', '姚未平', '张浩天', '柴陆']",['剧情'],['中国大陆'],['汉语普通话'],128
53,芳华,2017-12-15,142299,34.23472,25,7.7,783309,['冯小刚'],"['黄轩', '苗苗', '钟楚曦', '杨采钰', '李晓峰', '王天辰', '王可如', '隋源', '张仁博', '苏岩', '张国立', '赵立新']","['剧情', '历史', '战争']",['中国大陆'],['汉语普通话'],136
54,侏罗纪世界,2015-06-10,141821,38.28785,33,6.0,230232,['科林·特莱沃若'],"['克里斯·帕拉特', '布莱丝·达拉斯·霍华德', '劳拉·邓恩', '山姆·尼尔', '杰夫·高布伦', '德汪达·怀斯', '马莫多·阿西', '伊莎贝拉·瑟蒙', '坎贝尔·斯科特', '黄荣亮', '奥玛·希', '贾斯蒂斯·史密斯', '丹妮艾拉·皮内达', '斯科特·黑兹', '迪辰·拉克曼', '克里斯托弗·普拉哈', '芙蕾雅·帕克', '亚历山大·欧文', '埃尔娃·崔尔', '特蕾莎·森登·加西亚', '瓦拉达·塞图', '本·阿什登', '小恩佐·斯奎利诺', '格利尼斯·戴维斯', '摩西·布林斯·普兰提', '柯基·法尔考', '迪米特里“维加斯”蒂瓦约', '乔·阿佐帕迪', '本·库克', '伯纳多·桑托斯']","['动作', '科幻', '冒险']","['美国', '马耳他']",['英语'],146
55,蜘蛛侠：英雄远征,2019-06-28,141767,35.90006,17,7.6,580206,['乔·沃茨'],"['汤姆·赫兰德', '赞达亚', '杰克·吉伦哈尔', '寇碧·史莫德斯', '塞缪尔·杰克逊', '乔恩·费儒', '玛丽莎·托梅', '雅各布·巴特朗', '安格瑞·赖斯', '马丁·斯塔尔', '瑞米·许', '纽曼·阿卡', '托尼·雷沃罗利', 'J·B·斯穆夫', '赫米基·马德拉', '戴维娜·西塔拉姆', '约瑟夫·朗', '露丝·霍洛克斯', '希滕·珀泰尔', '杰罗恩·凡·康宁斯伯格', '列尼斯·德洛桑托斯', '查利·蕾娅·埃斯奎尔', '费斯·洛根', 'J·K·西蒙斯', '小罗伯特·唐尼']","['动作', '科幻', '冒险']",['美国'],['英语'],127
56,熊出没·伴我“熊芯”,2023-01-22,140170,46.815296,26,7.0,44905,"['林永长', '邵和麒']","['张秉君', '谭笑', '张伟', '缪莹莹', '贾晨露', '聂吉轩', '王天昊', '张茗', '王思雨']","['喜剧', '科幻', '动画']",['中国大陆'],['汉语普通话'],96
57,头号玩家,2018-03-30,139668,36.40283,18,8.7,1331654,['史蒂文·斯皮尔伯格'],"['泰伊·谢里丹', '奥利维亚·库克', '本·门德尔森', '马克·里朗斯', '丽娜·维特', '森崎温', '赵家正', '西蒙·佩吉', 'T·J·米勒', '汉娜·乔恩-卡门', '拉尔夫·伊内森', '苏珊·林奇', '克莱尔·希金斯', '劳伦斯·斯佩尔曼', '佩蒂塔·维克斯', '艾萨克·安德鲁斯']","['动作', '科幻', '冒险']",['美国'],"['英语', '日语', '汉语普通话']",140
